a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,output
3,48,4,1,2751,4,4,4,2,0,3,2,38,2,1,2,2,2,1,0,0
1,13,2,4,2101,0,1,2,1,2,4,1,23,2,1,1,1,1,0,0,0
1,18,4,9,1887,4,2,4,3,0,4,0,28,0,1,2,2,1,0,0,0
1,18,4,3,6361,0,4,2,2,0,1,3,41,2,1,1,2,1,1,0,0
3,14,3,0,802,0,2,4,2,0,2,2,27,2,1,2,1,1,0,0,0
1,6,3,0,1209,0,0,4,2,0,4,1,47,2,1,1,3,1,1,0,1
3,24,4,1,2197,4,3,4,2,0,4,2,43,2,1,2,2,2,1,0,0
3,18,4,4,1149,3,2,4,2,0,3,0,46,2,1,2,2,1,0,0,0
2,15,4,1,2360,2,2,2,2,0,2,2,36,2,1,1,2,1,1,0,0
3,13,2,4,1409,1,0,2,1,0,4,0,64,2,1,1,2,1,0,0,0
3,12,2,4,2171,0,1,2,1,0,2,2,29,0,1,1,2,1,0,0,0
1,6,2,6,454,0,1,3,3,0,1,1,22,2,1,1,1,1,0,0,0
3,24,4,1,3868,0,4,4,1,0,2,2,41,2,0,2,3,1,1,0,0
1,30,4,0,2181,4,4,4,2,0,4,0,36,2,1,2,2,1,0,0,0
0,6,4,0,666,3,3,3,1,0,4,0,39,2,1,2,1,1,1,0,0
0,21,2,3,3599,0,3,1,1,0,4,2,26,2,0,1,1,1,0,0,0
3,21,2,0,2782,2,3,1,1,0,2,2,31,0,1,1,3,1,0,0,0
3,15,4,4,1316,2,2,2,3,0,2,1,47,2,1,2,1,1,0,0,0
0,12,2,7,684,0,2,4,2,0,4,2,40,2,0,1,1,2,0,0,1
2,12,4,0,939,2,3,4,3,0,2,0,28,2,1,3,2,1,1,0,1
1,12,3,4,585,0,2,4,3,1,4,0,20,2,0,2,2,1,0,0,0
3,12,4,9,1264,4,4,4,2,0,4,3,57,2,0,1,1,1,0,0,0
1,8,2,1,436,0,0,4,1,0,3,3,22,1,1,1,0,2,1,0,1
0,8,2,2,437,2,1,2,1,0,3,3,23,2,2,1,2,2,0,0,1
0,8,3,0,443,3,2,3,1,2,4,2,21,1,2,2,0,1,0,0,1
0,9,3,1,440,2,1,1,1,1,4,2,24,2,1,3,1,1,1,0,1
1,10,2,0,435,0,1,3,1,1,4,2,22,1,2,1,0,2,1,0,1
2,12,3,2,442,2,1,3,1,1,4,3,21,2,1,3,0,1,1,0,1
0,10,2,0,435,1,1,2,1,0,3,3,24,1,1,3,2,1,1,0,1
2,9,2,0,442,0,0,4,1,1,4,2,24,2,2,1,2,2,0,0,1
2,12,2,2,435,3,1,4,1,2,3,3,24,1,1,1,1,2,1,0,1
1,12,2,0,448,2,1,2,1,0,4,3,22,2,2,3,2,2,1,0,1
2,9,3,0,433,0,0,3,1,1,3,2,23,1,1,3,1,1,1,0,1
0,12,2,0,438,3,1,1,1,2,3,2,24,1,1,2,0,2,0,0,1
2,10,3,0,445,0,1,1,1,2,3,3,21,1,1,1,2,1,0,0,1
2,9,3,0,435,3,2,3,1,1,4,2,23,2,1,2,0,1,1,0,1
2,11,3,2,444,0,2,3,1,2,3,3,24,2,1,1,0,2,1,0,1
0,8,2,0,446,2,2,4,1,1,3,3,24,1,2,3,1,1,0,0,1
0,10,2,0,442,2,1,4,1,1,4,2,22,1,1,1,1,1,1,0,1
2,10,3,0,448,3,0,3,1,2,4,3,23,1,1,2,1,2,0,0,1
0,8,3,0,442,0,0,1,1,0,4,2,23,2,2,2,1,1,0,0,1
0,8,3,2,434,0,1,1,1,2,4,2,23,1,2,2,1,1,1,0,1
1,10,3,0,446,0,1,1,1,2,3,3,21,2,2,1,2,2,0,0,1
2,9,3,0,446,0,0,3,1,0,4,2,24,1,2,1,2,1,1,0,1
1,8,3,2,439,2,2,4,1,0,4,3,21,1,1,2,2,1,0,0,1
1,8,3,0,445,2,2,4,1,0,3,2,24,1,1,2,1,1,0,0,1
0,9,2,2,435,0,0,4,1,2,3,3,22,1,1,2,0,2,0,0,1
2,9,2,0,437,1,2,3,1,0,3,2,21,2,2,1,0,2,1,0,1
0,9,2,2,436,1,0,3,1,0,4,3,22,1,2,3,0,1,1,0,1
1,8,2,1,433,0,1,2,1,0,3,2,21,2,2,3,2,1,0,0,1
2,12,3,0,441,3,1,2,1,2,4,2,22,2,2,1,0,2,1,0,1
2,12,3,2,435,0,0,3,1,2,3,3,24,2,2,1,0,1,0,0,1
1,12,2,2,444,0,2,1,1,2,3,3,24,2,1,2,0,2,1,0,1
0,10,2,1,438,1,2,1,1,2,3,3,22,2,2,2,0,1,0,0,1
0,9,3,0,439,3,0,2,1,1,4,3,22,1,2,2,1,2,0,0,1
2,9,2,2,443,1,0,1,1,2,4,3,22,1,2,3,2,1,0,0,1
2,11,2,0,439,0,0,3,1,1,3,2,24,1,1,2,1,1,0,0,1
1,11,3,1,447,0,0,1,1,1,4,3,24,1,2,2,2,1,0,0,1
1,10,2,2,439,3,0,3,1,2,3,2,24,2,2,3,2,1,0,0,1
1,10,2,0,442,3,2,2,1,2,3,2,21,1,1,2,1,1,1,0,1
0,12,3,2,446,1,0,4,1,1,3,3,23,2,1,3,0,1,0,0,1
0,11,2,1,443,3,0,4,1,1,3,3,22,2,2,3,1,1,0,0,1
0,10,3,0,448,3,1,1,1,1,4,2,21,2,2,1,0,1,1,0,1
1,11,2,2,445,0,2,3,1,1,3,2,23,1,2,2,0,1,1,0,1
0,9,2,0,447,2,1,4,1,0,4,3,22,1,2,3,0,1,1,0,1
2,10,3,1,445,3,1,4,1,2,3,3,22,1,1,1,0,1,1,0,1
2,11,2,2,439,1,2,2,1,0,4,3,23,2,1,3,1,2,1,0,1
1,8,2,1,442,2,0,1,1,2,4,3,22,1,2,1,2,2,1,0,1
0,9,2,0,448,2,0,2,1,2,4,2,22,2,2,1,2,1,1,0,1
2,9,3,1,446,0,1,4,1,1,4,3,23,1,2,1,0,2,0,0,1
2,9,2,1,440,2,2,3,1,0,3,2,23,1,1,1,2,2,1,0,1
0,11,2,2,433,0,2,1,1,1,3,3,21,1,2,2,0,2,1,0,1
1,8,3,0,436,3,2,4,1,1,4,2,24,1,1,1,0,2,0,0,1
2,8,2,0,446,2,0,4,1,1,4,3,21,1,1,3,0,1,0,0,1
1,8,3,1,448,3,0,3,1,2,4,2,22,1,2,1,0,2,1,0,1
1,9,3,2,445,2,0,1,1,0,4,3,22,1,1,1,0,2,0,0,1
1,10,3,0,447,1,2,4,1,0,3,2,22,2,1,1,1,1,0,0,1
0,8,3,0,434,0,0,2,1,1,4,3,22,2,1,2,2,1,0,0,1
2,8,2,0,447,1,0,4,1,2,3,2,24,2,2,2,2,1,0,0,1
1,9,3,0,446,0,0,2,1,0,3,2,22,1,1,1,0,1,1,0,1
1,12,2,2,436,2,0,3,1,0,4,3,24,1,1,1,1,1,1,0,1
2,8,2,2,439,3,0,3,1,1,3,2,21,2,1,1,2,1,0,0,1
0,10,2,2,442,2,1,4,1,0,4,2,23,2,1,2,0,2,0,0,1
0,9,3,1,434,0,1,4,1,0,3,2,23,2,1,2,0,2,1,0,1
0,8,3,1,443,1,0,1,1,1,4,3,21,1,2,3,1,2,0,0,1
1,8,3,1,440,0,2,1,1,0,3,3,21,2,1,3,2,2,1,0,1
1,12,3,2,440,0,1,1,1,2,4,3,22,1,1,2,2,2,0,0,1
1,12,2,2,443,1,0,2,1,1,3,3,22,2,2,1,2,1,0,0,1
2,10,2,0,436,2,2,3,1,0,4,3,23,2,1,2,1,2,1,0,1
0,8,2,2,442,2,1,4,1,2,4,3,23,2,2,3,1,1,0,0,1
2,11,2,0,441,1,2,3,1,0,4,3,22,2,1,1,0,2,1,0,1
2,9,3,1,433,2,1,4,1,1,4,2,22,2,2,3,2,2,0,0,1
0,10,3,2,433,1,0,1,1,2,4,3,22,1,2,1,1,2,1,0,1
1,8,3,1,447,1,0,1,1,0,3,3,21,2,1,2,2,2,1,0,1
1,10,3,1,435,1,2,1,1,1,4,2,23,2,1,1,2,2,1,0,1
2,10,2,2,436,3,2,3,1,0,4,3,24,1,1,1,0,1,0,0,1
2,8,2,0,440,1,2,2,1,0,3,3,21,2,1,3,1,2,1,0,1
0,9,2,1,434,3,2,3,1,0,3,2,21,2,2,1,1,2,0,0,1
2,11,2,1,444,3,0,3,1,2,4,2,24,2,1,3,2,2,0,0,1
1,10,3,1,448,0,0,3,1,1,4,2,23,2,2,3,2,2,1,0,1
0,10,2,1,435,3,1,1,1,1,3,2,21,2,2,3,1,2,1,0,1
1,10,2,0,441,3,0,2,1,0,3,2,21,1,2,2,1,1,0,0,1
0,9,2,1,443,2,0,3,1,1,3,2,21,1,1,2,2,2,1,0,1
2,8,2,1,434,2,0,1,1,0,4,3,21,1,2,3,2,2,1,0,1
2,12,2,1,447,3,2,2,1,0,3,2,21,1,1,2,1,1,1,0,1
1,10,2,2,437,1,2,2,1,1,4,2,24,2,2,2,2,2,0,0,1
1,12,3,2,445,0,0,4,1,0,3,3,23,1,2,2,2,2,1,0,1
2,11,3,1,448,3,0,1,1,2,4,2,23,1,2,3,1,1,1,0,1
2,12,2,1,439,2,0,2,1,1,4,3,21,1,2,3,0,1,1,0,1
2,8,2,2,434,2,2,3,1,2,3,3,23,2,2,2,1,1,1,0,1
2,10,3,2,437,0,0,4,1,0,3,3,22,2,2,2,0,2,0,0,1
2,12,2,2,446,0,2,1,1,0,4,2,21,2,1,1,0,1,1,0,1
2,9,2,0,446,1,0,3,1,2,4,3,21,1,2,1,1,2,1,0,1
2,11,3,1,446,2,2,2,1,1,3,3,21,2,2,3,0,2,1,0,1
0,8,2,2,446,3,2,3,1,0,3,2,22,1,2,2,0,2,1,0,1
0,9,2,2,442,2,1,3,1,0,4,3,22,1,2,3,0,1,0,0,1
1,11,2,1,443,2,1,1,1,1,4,3,24,1,2,2,1,2,1,0,1
0,12,3,0,448,2,0,1,1,1,4,2,21,1,2,1,2,1,1,0,1
1,8,2,1,436,2,2,3,1,1,3,3,23,2,1,1,1,2,0,0,1
1,10,2,1,437,0,1,1,1,0,4,3,22,1,2,2,1,2,1,0,1
0,10,2,0,433,1,2,3,1,0,3,2,23,1,1,2,1,2,0,0,1
0,8,2,1,435,0,1,2,1,0,3,2,22,1,1,3,0,1,1,0,1
1,8,2,2,448,1,2,4,1,0,4,3,23,2,2,2,1,1,1,0,1
2,12,2,0,448,2,1,3,1,1,3,2,23,2,1,2,2,1,1,0,1
2,9,3,2,436,1,2,3,1,1,4,3,23,2,1,3,1,1,0,0,1
1,11,2,0,433,0,0,3,1,1,4,2,21,2,1,3,0,1,0,0,1
2,12,3,1,448,2,0,3,1,0,4,3,23,2,2,2,1,2,0,0,1
0,10,3,0,447,2,0,4,1,2,3,3,22,1,1,3,1,2,0,0,1
1,8,3,0,444,1,2,3,1,2,3,3,23,2,1,3,2,2,1,0,1
0,8,2,0,439,3,2,3,1,0,4,2,23,2,1,3,0,2,0,0,1
1,12,2,1,434,2,0,4,1,2,3,2,22,1,1,3,2,2,0,0,1
0,8,3,0,441,1,0,1,1,1,4,3,22,1,1,1,2,1,1,0,1
2,12,2,0,433,3,0,1,1,0,4,3,24,2,2,2,2,2,0,0,1
0,8,3,1,445,2,0,1,1,1,4,3,22,2,1,3,1,1,0,0,1
0,11,2,2,447,2,1,3,1,2,4,2,22,1,2,3,0,2,0,0,1
1,10,3,0,447,1,0,2,1,2,4,2,24,2,2,3,0,1,0,0,1
1,11,3,0,433,0,2,1,1,1,3,3,21,2,2,3,0,1,0,0,1
1,10,2,2,441,2,2,3,1,1,3,3,21,2,1,1,0,1,0,0,1
0,9,2,1,444,2,0,4,1,1,3,2,21,1,2,3,1,2,0,0,1
0,11,2,2,434,0,2,3,1,1,3,2,22,2,1,2,1,1,0,0,1
0,8,3,2,435,3,0,1,1,0,3,2,23,2,1,3,2,2,1,0,1
1,11,3,2,436,2,1,3,1,2,4,2,23,2,2,3,2,1,0,0,1
1,9,3,0,438,2,1,4,1,2,3,2,22,1,2,1,2,1,0,0,1
2,11,2,0,444,3,1,3,1,2,3,3,22,1,2,2,0,2,0,0,1
1,10,3,2,443,3,2,3,1,2,4,3,24,2,1,1,0,2,1,0,1
0,9,2,0,447,1,1,2,1,2,3,2,24,1,2,2,0,1,0,0,1
2,9,3,2,442,3,1,4,1,0,4,3,21,1,1,3,0,2,0,0,1
2,11,2,2,445,0,1,1,1,0,3,3,21,2,1,1,0,2,0,0,1
1,11,3,2,434,2,0,1,1,1,4,3,23,2,1,1,1,1,1,0,1
2,8,3,2,434,0,1,2,1,0,4,2,23,1,1,1,2,2,1,0,1
2,10,2,1,445,2,0,4,1,0,4,2,22,2,2,1,1,2,0,0,1
2,12,3,2,442,3,0,4,1,1,3,2,21,1,1,1,0,1,0,0,1
0,9,3,0,441,3,0,2,1,0,4,2,23,2,2,2,2,2,1,0,1
0,12,3,0,446,2,2,4,1,0,4,2,22,2,1,2,1,2,0,0,1
0,9,3,0,434,2,1,3,1,1,4,2,24,1,2,3,0,2,1,0,1
1,8,2,1,440,2,2,3,1,1,3,3,23,1,1,1,1,1,1,0,1
1,10,3,2,438,1,0,1,1,0,4,2,21,1,1,3,2,1,1,0,1
0,10,2,2,443,1,0,1,1,1,3,2,24,2,1,3,2,2,1,0,1
0,8,3,2,434,0,0,1,1,0,3,2,24,1,1,3,1,1,0,0,1
2,12,2,2,436,1,0,3,1,0,3,3,21,2,2,3,0,2,0,0,1
1,9,3,1,436,0,2,3,1,2,4,3,22,1,1,1,2,1,0,0,1
2,10,2,1,435,1,2,3,1,1,4,3,24,2,1,1,1,2,1,0,1
2,9,2,2,440,3,0,1,1,2,3,3,23,1,2,3,1,1,1,0,1
1,10,3,0,433,1,0,1,1,2,3,2,23,2,1,2,0,1,1,0,1
0,8,3,1,448,0,2,4,1,2,4,2,21,1,2,1,1,1,0,0,1
1,11,3,0,447,3,0,1,1,0,4,3,24,2,1,1,0,2,0,0,1
1,10,2,1,448,3,1,3,1,1,3,2,24,2,1,3,2,1,1,0,1
2,11,2,0,436,2,2,3,1,0,4,3,22,2,2,1,1,1,1,0,1
0,10,2,2,447,3,2,2,1,0,4,2,24,1,2,2,0,2,0,0,1
2,12,3,1,448,0,1,4,1,2,3,2,24,1,2,3,2,2,1,0,1
2,9,2,1,440,1,0,1,1,1,4,2,21,1,2,1,2,1,1,0,1
1,10,3,1,448,1,0,3,1,0,4,2,21,1,1,1,2,2,0,0,1
0,8,2,1,443,1,1,1,1,2,3,2,22,2,1,2,0,2,0,0,1
1,11,2,1,447,2,2,4,1,0,3,2,23,2,2,1,1,1,0,0,1
0,10,2,2,437,0,1,4,1,2,4,2,21,1,1,1,2,1,0,0,1
2,8,3,2,436,0,1,4,1,0,4,2,23,2,2,3,1,1,0,0,1
0,12,2,0,444,0,1,4,1,2,3,3,21,2,1,3,1,2,0,0,1
1,10,2,1,445,0,1,3,1,2,4,3,21,1,1,2,2,2,1,0,1
2,8,3,1,447,2,0,1,1,0,3,2,24,1,1,3,0,1,0,0,1
0,8,2,2,440,1,1,2,1,0,3,3,22,2,2,3,0,1,0,0,1
2,11,2,1,448,3,2,1,1,2,3,2,24,1,1,3,1,1,1,0,1
1,9,3,1,433,3,2,4,1,1,4,3,23,1,2,3,2,2,0,0,1
2,12,2,6,910,0,2,3,1,1,3,3,19,1,1,1,1,2,1,0,0
3,12,2,6,477,2,1,4,1,1,3,2,22,1,1,1,0,2,1,0,0
3,8,2,6,820,0,0,4,1,0,4,3,23,2,2,2,1,1,1,0,0
2,11,1,4,813,1,1,3,1,1,4,2,20,2,1,3,2,1,1,0,0
3,10,2,4,896,1,0,3,1,0,4,3,19,1,1,2,0,1,1,0,0
2,8,2,6,556,2,0,3,1,0,3,2,19,1,2,1,0,2,1,0,0
2,7,1,6,305,1,2,4,1,0,3,3,22,1,1,3,2,2,0,0,0
2,7,2,4,410,0,1,3,1,1,4,3,22,2,2,1,0,2,0,0,0
2,12,1,6,384,1,1,3,1,0,3,3,22,2,1,2,1,2,0,0,0
3,12,2,5,505,0,0,3,1,1,4,2,22,1,1,3,1,1,0,0,0
2,7,2,6,677,1,2,4,1,1,3,2,19,1,1,2,1,1,1,0,0
2,8,1,6,917,0,2,4,1,1,3,3,21,1,1,1,2,2,1,0,0
3,12,2,6,490,0,0,3,1,1,3,3,23,2,1,1,2,2,0,0,0
2,7,2,6,268,0,2,4,1,1,4,2,22,1,1,1,0,1,1,0,0
2,8,1,6,769,1,2,4,1,1,4,2,21,1,1,2,1,2,1,0,0
3,9,1,6,636,1,0,3,1,0,3,3,22,2,2,3,2,2,0,0,0
2,11,1,6,748,1,1,3,1,1,4,2,23,2,2,3,1,2,0,0,0
2,10,1,5,776,0,0,4,1,1,4,2,22,2,2,2,0,1,0,0,0
3,8,1,5,371,0,1,3,1,0,3,2,23,1,1,2,1,1,1,0,0
2,8,2,4,798,2,0,4,1,0,4,2,23,2,2,1,1,1,1,0,0
2,9,1,6,883,1,0,3,1,0,3,2,20,1,2,3,0,2,1,0,0
2,7,1,6,517,2,1,4,1,0,4,3,20,2,1,1,0,1,0,0,0
2,9,1,6,898,1,1,3,1,1,4,2,22,2,2,3,1,2,0,0,0
2,8,1,6,725,1,1,4,1,0,3,2,20,2,1,2,1,2,0,0,0
3,8,2,5,486,2,2,4,1,1,4,3,21,2,1,1,0,1,0,0,0
2,8,2,4,799,0,1,4,1,0,3,2,19,2,1,2,2,2,0,0,0
3,7,2,4,518,0,2,4,1,0,3,3,22,2,2,3,2,2,1,0,0
3,11,1,4,464,0,1,3,1,1,4,3,19,2,2,3,1,2,0,0,0
3,11,1,5,849,0,0,4,1,1,4,2,21,1,1,3,0,2,0,0,0
3,12,2,4,318,0,1,3,1,0,3,3,19,2,1,2,1,1,0,0,0
3,8,1,5,555,0,2,3,1,0,4,3,22,2,1,1,1,1,0,0,0
2,11,1,6,280,1,1,4,1,1,3,2,21,2,2,3,1,1,1,0,0
2,11,1,4,437,1,0,4,1,1,4,3,21,1,2,3,2,2,0,0,0
2,11,1,5,638,2,0,3,1,1,4,2,23,1,2,2,0,2,1,0,0
3,7,2,4,832,1,2,3,1,0,4,3,23,2,1,2,0,2,0,0,0
3,9,2,4,601,0,2,4,1,1,4,2,22,2,2,2,1,1,1,0,0
3,7,2,5,613,1,0,3,1,0,3,3,21,2,2,1,0,2,0,0,0
3,10,2,4,817,2,1,3,1,1,3,3,19,1,2,1,2,1,0,0,0
3,12,1,4,766,0,1,3,1,0,4,3,21,1,1,2,0,1,0,0,0
3,11,1,6,621,2,0,4,1,0,3,2,20,2,2,3,0,1,0,0,0
3,10,2,4,526,0,2,4,1,1,3,2,23,1,1,3,1,1,0,0,0
2,7,1,4,859,1,2,3,1,1,4,2,21,1,1,3,2,2,1,0,0
2,12,1,4,528,0,0,3,1,0,4,2,19,1,2,2,1,2,1,0,0
3,8,1,4,368,1,1,3,1,1,4,2,21,1,2,3,2,1,1,0,0
2,10,1,6,268,0,2,3,1,0,3,2,21,2,2,3,2,1,0,0,0
2,12,1,4,621,0,1,4,1,0,3,3,22,2,1,2,2,2,1,0,0
2,12,1,6,655,1,0,4,1,1,3,2,20,2,1,2,0,1,0,0,0
3,7,2,4,787,1,1,4,1,0,3,3,19,2,2,3,1,2,0,0,0
3,8,2,5,339,0,2,4,1,0,4,2,21,1,2,2,2,2,0,0,0
3,12,2,4,564,0,1,3,1,0,4,2,23,2,1,1,0,2,0,0,0
3,11,2,4,720,0,2,3,1,0,4,3,19,1,2,2,2,2,0,0,0
3,8,1,5,407,1,1,4,1,1,3,3,23,1,2,1,2,2,0,0,0
2,7,2,6,846,2,0,3,1,1,3,2,23,2,1,1,0,1,0,0,0
2,7,2,6,869,0,2,4,1,1,4,3,22,2,2,1,0,2,0,0,0
3,12,2,4,929,1,2,3,1,1,3,2,20,1,1,3,1,2,0,0,0
3,8,1,4,587,1,2,4,1,1,3,2,21,1,2,1,1,1,0,0,0
2,8,1,6,921,1,0,3,1,0,3,2,19,1,2,2,2,1,1,0,0
3,7,1,4,609,2,1,3,1,0,4,3,19,1,2,2,2,2,0,0,0
2,11,2,6,494,0,0,4,1,1,4,2,19,2,2,1,1,1,1,0,0
3,11,2,5,643,1,0,4,1,1,4,2,19,1,2,1,2,2,1,0,0
2,11,2,6,800,1,1,3,1,0,3,3,19,2,1,3,0,2,0,0,0
3,11,1,5,555,0,2,4,1,1,4,3,20,2,1,3,2,2,1,0,0
2,7,2,4,544,2,0,4,1,0,4,3,19,2,2,3,1,2,0,0,0
3,10,1,6,491,0,2,4,1,1,3,2,22,2,1,3,1,2,1,0,0
3,10,1,4,374,0,1,3,1,1,3,3,22,2,1,3,2,1,0,0,0
3,10,2,4,736,0,1,3,1,0,3,2,21,2,2,3,2,1,1,0,0
2,12,1,6,284,1,2,3,1,1,4,2,23,1,2,3,1,1,1,0,0
3,11,1,4,680,2,0,3,1,0,4,2,21,2,1,2,2,2,1,0,0
2,7,1,4,896,1,2,3,1,0,3,3,23,1,2,3,1,1,1,0,0
3,11,2,6,826,0,1,3,1,1,4,2,22,2,1,1,2,1,0,0,0
2,7,2,6,294,0,2,3,1,0,3,3,21,2,2,2,0,2,1,0,0
3,8,1,4,408,0,2,3,1,1,3,2,23,1,1,1,2,2,1,0,0
2,8,2,6,705,0,1,4,1,0,3,3,22,1,1,2,0,1,1,0,0
3,7,1,6,503,1,2,4,1,1,3,3,22,2,2,1,2,1,0,0,0
2,11,2,4,810,1,1,3,1,1,3,3,22,2,1,2,2,1,0,0,0
3,7,2,4,707,1,1,3,1,1,4,2,20,1,2,1,1,2,1,0,0
3,7,2,4,461,1,0,4,1,0,4,2,20,1,1,1,0,2,0,0,0
2,8,1,4,762,0,1,3,1,0,4,3,23,1,1,1,2,2,0,0,0
2,9,2,6,883,1,0,4,1,1,4,3,19,2,2,3,0,2,0,0,0
3,12,2,4,661,1,0,3,1,1,4,3,23,1,1,1,1,1,0,0,0
3,7,2,6,629,2,2,3,1,0,3,3,20,2,2,1,2,2,1,0,0
3,11,1,5,523,1,2,3,1,1,3,2,19,1,2,2,0,2,1,0,0
2,9,1,4,513,1,2,4,1,1,3,3,20,2,2,3,1,2,0,0,0
3,11,1,5,255,2,0,3,1,1,4,3,19,2,2,1,1,1,1,0,0
3,8,2,5,366,0,2,3,1,1,3,2,23,1,1,3,0,2,1,0,0
2,11,1,5,553,2,2,4,1,0,3,3,19,2,2,2,0,2,1,0,0
2,10,1,4,625,2,2,4,1,0,3,3,23,2,2,1,2,1,1,0,0
3,12,1,6,470,2,1,4,1,1,3,2,21,1,2,1,1,1,1,0,0
2,10,1,6,349,2,0,4,1,1,3,2,20,1,1,1,1,2,1,0,0
3,8,1,4,337,2,1,4,1,1,3,2,19,1,1,2,1,1,1,0,0
3,8,2,4,848,0,0,3,1,0,3,3,22,2,1,1,2,2,1,0,0
3,7,1,6,646,2,0,4,1,0,3,3,21,2,1,3,2,1,0,0,0
3,10,2,4,365,2,1,3,1,0,3,3,22,2,1,1,1,1,1,0,0
3,12,2,4,822,0,1,4,1,1,4,3,19,2,2,3,1,2,0,0,0
3,10,2,6,516,1,2,3,1,1,3,3,20,1,1,1,1,2,0,0,0
2,8,2,5,585,1,2,4,1,1,3,3,22,1,2,1,2,1,0,0,0
2,12,1,6,507,0,2,4,1,1,3,2,22,2,2,3,0,2,1,0,0
2,11,1,5,455,0,0,4,1,0,3,2,21,2,1,1,0,2,0,0,0
3,10,1,4,854,2,1,3,1,1,3,3,23,1,1,1,2,1,1,0,0
2,7,2,4,443,0,1,3,1,0,4,2,20,1,2,2,2,2,1,0,0
2,11,1,4,439,0,1,4,1,1,4,3,23,2,2,3,1,1,1,0,0
3,7,2,5,684,0,2,4,1,0,4,2,23,2,2,1,0,1,1,0,0
3,10,1,6,594,1,2,4,1,0,3,3,23,2,2,1,0,1,1,0,0
2,11,1,5,393,1,1,3,1,0,3,2,20,1,1,2,2,1,1,0,0
2,12,1,6,598,2,1,4,1,0,4,2,23,2,2,3,0,1,0,0,0
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,1
