age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
20,13,197752,31,10,11,16,9,9,3,0,0,16,80,0
47,13,180551,31,10,9,29,6,9,3,0,0,50,80,0
40,13,77975,31,10,9,19,6,9,3,0,0,40,80,0
44,13,159297,27,9,9,19,11,6,2,0,0,40,41,1
48,13,94342,25,13,9,18,6,9,3,0,0,55,80,0
39,14,34180,24,11,9,20,6,9,3,0,0,60,80,1
46,11,367251,31,10,9,18,6,7,3,0,0,40,80,1
72,14,172407,30,15,9,25,6,9,3,99999,0,50,80,1
53,13,303462,27,9,9,22,6,9,3,0,0,30,80,0
47,10,220269,31,10,9,21,6,9,3,0,0,40,80,1
40,15,45093,27,9,7,18,7,9,3,0,0,45,43,0
34,13,101709,27,9,12,29,7,6,3,0,0,40,80,0
41,13,219591,27,9,11,16,9,9,3,0,0,40,80,0
41,13,76625,27,9,9,18,6,9,3,0,0,40,80,0
20,13,342599,31,10,11,21,9,9,3,0,0,35,80,0
42,14,125846,19,2,9,27,6,9,3,0,0,60,41,0
54,11,238257,25,13,11,25,7,9,3,0,0,50,80,0
39,14,206253,25,13,9,25,11,9,2,0,0,40,80,0
37,13,172571,27,9,7,22,7,9,3,0,0,40,80,0
59,13,95165,26,16,9,27,6,9,3,0,0,40,80,0
69,13,141181,20,3,9,16,6,9,3,1797,0,40,80,0
24,13,267843,25,13,11,25,9,7,2,0,0,35,80,0
36,13,181382,24,11,9,22,6,9,3,3103,0,40,80,1
21,9,207782,31,10,11,15,9,9,3,0,0,30,80,0
68,9,103161,27,9,13,15,7,9,3,0,0,32,80,0
20,13,132320,31,10,12,18,7,9,3,0,0,40,80,0
26,15,201138,24,11,11,23,7,9,2,0,0,35,80,0
48,13,239058,18,8,13,21,10,9,2,0,0,50,80,0
39,14,239755,30,15,9,25,6,9,3,0,1902,50,80,1
21,13,176262,23,12,11,23,9,9,2,0,0,18,80,0
22,13,264738,27,9,11,19,8,9,2,0,0,42,52,0
34,13,182218,24,11,7,25,10,9,2,0,0,40,80,0
33,13,318982,31,10,9,19,6,9,3,0,0,45,80,1
46,13,216666,22,5,9,22,6,9,3,0,0,40,54,0
47,13,274200,17,7,9,18,6,9,3,7298,0,40,80,1
65,13,150095,25,13,9,19,6,9,3,0,0,40,80,1
23,13,192978,27,9,9,21,6,9,3,0,0,40,80,0
28,13,68021,31,10,11,23,7,9,2,0,0,30,80,0
34,15,28568,27,9,7,19,7,9,3,0,0,60,80,1
20,13,115057,31,10,11,23,7,9,3,0,0,40,80,0
28,13,139568,17,7,11,16,7,9,3,0,0,40,80,0
52,14,138497,25,13,9,19,6,9,3,0,0,60,80,0
40,16,182460,28,14,9,25,11,6,2,0,0,38,44,1
22,13,253310,25,13,11,19,9,9,2,0,0,7,80,0
29,14,130856,27,9,9,19,6,9,3,0,0,45,80,0
31,15,389765,21,4,9,25,6,9,3,0,0,60,80,0
42,10,52781,28,14,9,25,6,9,3,0,1902,40,80,1
38,13,146178,27,9,11,18,10,7,2,0,0,40,80,0
22,13,231053,17,7,9,22,6,9,3,0,0,70,80,1
21,9,145964,31,10,11,15,9,9,3,0,0,40,80,0
43,13,483450,22,5,9,19,6,9,3,0,0,40,67,0
43,14,198316,25,13,9,19,6,9,3,0,0,50,80,1
33,13,160614,31,10,9,19,6,9,3,0,0,50,80,0
17,14,325171,16,6,11,23,9,7,3,0,0,35,80,0
54,15,172898,30,15,9,25,6,9,3,5178,0,50,80,1
45,13,186473,27,9,7,16,10,9,2,0,0,40,80,0
55,11,286967,16,6,9,18,6,9,3,0,0,45,80,0
51,15,111939,27,9,9,29,6,9,3,0,0,35,80,1
65,10,325089,16,6,7,18,10,9,3,0,0,40,80,0
21,13,143582,25,13,11,25,9,6,2,0,0,45,80,0
40,13,308027,27,9,13,23,10,7,2,0,0,40,80,0
58,13,105060,31,10,11,16,7,7,2,0,0,37,80,0
53,10,39643,27,9,13,19,7,9,2,0,0,58,80,0
39,13,186191,28,14,9,25,6,9,3,0,1848,50,80,1
56,11,267763,27,9,9,23,6,9,3,0,0,40,80,0
37,13,124293,31,10,9,16,6,9,3,0,0,50,80,0
44,13,36271,25,13,9,18,6,9,3,0,0,40,80,0
49,13,143459,22,5,12,21,9,9,3,0,0,38,80,0
36,13,186376,31,10,9,22,6,6,3,0,0,50,80,1
59,14,52822,25,13,9,18,6,9,3,0,0,60,80,0
33,13,104509,27,9,7,16,9,9,2,0,0,40,80,0
36,13,184456,30,15,11,19,7,9,3,27828,0,50,80,1
26,13,192302,31,10,9,19,11,9,2,0,0,25,80,0
22,13,156822,16,6,11,27,7,9,2,0,1762,25,80,0
25,13,214413,28,14,11,16,9,9,3,0,0,40,80,0
28,13,108574,31,10,9,16,11,9,2,0,0,15,80,0
41,13,223934,23,12,7,16,10,9,2,0,0,38,80,0
45,13,200559,24,11,9,20,6,9,3,0,0,70,80,0
43,13,137722,27,9,9,21,6,9,3,0,0,40,80,0
30,13,261677,22,5,11,21,10,7,3,0,0,40,80,0
33,13,136331,27,9,10,18,10,9,3,0,0,50,80,0
34,13,329993,31,10,9,16,6,9,3,0,0,40,80,0
21,13,91819,24,11,11,23,7,9,3,0,0,30,80,0
31,13,201122,25,13,9,27,6,9,3,0,1902,45,80,1
48,13,315423,20,3,9,29,6,9,3,0,0,40,80,0
22,13,103277,31,10,11,16,9,9,2,0,0,20,80,0
47,13,236805,31,10,7,27,10,9,2,0,0,60,80,0
27,13,74883,25,13,11,28,7,6,2,0,0,40,71,0
18,13,115443,17,7,11,21,7,9,3,0,0,25,80,0
43,13,150528,28,14,9,25,6,9,3,0,0,40,80,1
36,13,43701,31,10,13,27,7,9,2,0,0,20,80,0
37,10,419053,27,9,7,18,7,9,3,0,0,40,80,0
24,13,183594,24,11,11,18,9,9,3,0,0,20,80,0
24,13,390348,27,9,11,29,7,9,3,0,0,40,80,0
38,13,36989,25,13,9,23,6,9,3,3908,0,70,80,0
48,13,247895,25,13,9,19,6,7,3,0,0,40,80,1
75,13,191446,19,2,9,23,8,7,2,0,0,16,80,0
43,15,33521,25,13,7,25,7,9,3,0,0,70,80,1
64,13,46087,25,13,7,19,7,9,2,0,0,50,80,0
67,9,129188,26,16,9,15,6,9,3,20051,0,5,80,1
36,13,356824,27,9,7,27,7,9,2,0,0,40,80,0
53,13,158746,31,10,9,28,6,9,3,0,0,40,80,0
22,13,153323,31,10,11,25,7,7,3,0,0,20,80,0
73,15,130391,27,9,11,23,7,9,2,0,0,36,80,0
46,13,173613,27,9,7,16,7,9,2,0,0,40,80,0
45,13,362883,27,9,9,18,6,9,3,5013,0,40,80,0
43,13,182757,27,9,9,18,6,9,3,0,0,40,80,1
20,13,50397,27,9,11,16,9,7,3,0,0,20,80,0
43,10,101709,31,10,7,21,7,6,3,0,0,40,80,0
21,13,202570,18,8,11,16,8,7,3,0,0,48,41,0
40,13,145649,27,9,12,27,10,7,2,0,0,25,80,0
36,13,136343,25,13,9,25,6,9,3,0,0,40,80,1
64,14,142166,25,13,7,27,7,9,3,0,0,45,80,0
19,9,242001,31,10,11,15,9,9,2,0,0,40,80,0
46,13,127089,31,10,9,25,6,9,3,5178,0,38,80,1
46,11,124071,28,14,7,19,10,9,2,0,0,65,80,1
41,11,190368,25,13,11,25,7,9,2,0,0,70,80,0
29,9,19793,31,10,7,15,10,9,2,0,0,8,80,0
28,13,67661,31,10,11,16,8,9,2,0,0,40,80,0
23,13,62278,31,10,9,27,6,9,3,0,0,45,80,0
30,10,295010,25,13,11,26,7,9,2,0,0,60,80,1
44,13,203897,25,13,10,16,7,9,2,0,0,40,46,0
27,13,265314,27,9,9,29,6,9,3,0,0,45,80,1
25,13,159603,27,9,11,23,10,9,2,0,0,34,80,0
29,13,134331,16,6,9,18,6,9,3,0,0,40,80,0
54,13,123011,27,9,9,22,6,9,3,0,0,40,72,1
27,13,274964,25,13,11,20,7,9,3,0,0,65,80,0
34,13,66309,27,9,9,18,6,9,3,0,0,35,80,0
38,13,73471,31,10,9,27,6,9,3,0,0,50,80,0
24,9,26671,27,9,11,15,8,5,2,0,0,40,80,0
56,13,357118,28,14,9,25,11,9,2,0,0,40,80,1
35,14,184655,27,9,9,27,6,9,3,0,0,62,80,0
23,9,55492,24,11,11,15,7,5,2,0,0,30,80,0
23,13,175266,31,10,11,18,7,9,3,0,0,40,80,0
19,13,188008,31,10,11,27,9,7,2,0,0,20,80,0
42,13,87284,30,15,9,25,6,9,3,7298,0,35,80,1
46,13,330087,25,13,9,19,6,9,3,15024,0,45,80,1
48,14,56975,27,9,7,27,10,6,2,0,0,84,41,0
27,13,150025,27,9,11,27,7,9,3,0,0,40,74,0
22,9,189203,23,12,11,15,8,9,3,0,0,15,80,0
49,14,330874,31,10,9,27,6,9,3,0,0,70,80,1
23,13,136824,31,10,11,23,9,9,3,0,0,20,80,0
24,13,201179,27,9,11,23,9,9,3,0,0,40,80,0
34,13,324654,27,9,11,22,9,6,3,0,0,40,44,0
25,10,366207,27,9,11,29,9,9,3,0,0,40,80,0
33,15,103860,31,10,9,18,6,9,3,0,0,50,80,0
22,13,106700,23,12,11,16,9,9,2,0,0,27,80,0
54,11,163557,27,9,11,16,7,9,2,0,0,30,80,0
39,14,286261,28,14,11,25,7,9,2,0,0,40,80,0
25,13,123083,25,13,11,25,7,9,2,0,0,40,80,0
75,14,125197,27,9,9,16,6,9,3,0,0,26,80,0
28,15,278073,27,9,11,22,8,7,3,0,0,30,80,0
50,13,133963,25,13,7,27,7,9,2,0,0,50,80,0
62,15,71467,25,13,9,18,6,9,3,0,0,55,80,1
40,13,76487,27,9,9,22,6,9,3,0,0,40,80,0
58,11,215245,25,13,11,25,7,9,2,0,0,37,80,0
24,10,127185,23,12,9,19,11,9,2,0,0,40,80,0
21,13,179720,27,9,11,23,8,9,2,0,0,30,80,0
40,13,88909,25,13,9,19,6,9,3,15024,0,50,80,1
45,13,341995,24,11,9,25,6,9,3,0,1902,42,80,1
48,13,173938,27,9,9,19,6,9,3,0,0,60,80,0
34,13,344275,27,9,11,29,7,9,3,0,0,70,80,0
23,13,150463,27,9,11,24,10,8,2,0,0,40,54,0
43,11,209544,28,14,11,19,7,9,2,10520,0,50,80,1
42,11,201723,31,10,11,18,7,9,3,0,0,40,80,0
39,15,343476,25,13,9,25,6,9,3,15024,0,50,65,1
52,14,77392,27,9,9,20,6,9,3,0,0,60,80,0
21,9,171156,31,10,11,15,7,9,2,0,0,35,80,0
56,15,357118,25,13,11,19,7,9,2,0,0,60,80,0
48,10,167749,27,9,9,16,11,9,2,0,0,40,80,1
37,15,352882,27,9,7,19,7,6,2,0,0,70,76,1
25,13,51201,27,9,9,18,6,9,3,0,0,35,80,0
40,13,365986,25,13,9,21,9,9,3,0,0,40,80,1
34,13,400416,17,7,11,22,9,7,3,0,0,45,80,0
52,13,31533,27,9,7,23,7,9,3,0,0,40,80,0
41,13,106900,25,13,9,28,6,9,3,0,1902,42,80,1
36,11,192337,27,9,11,23,7,9,3,0,0,40,80,0
21,13,118712,24,11,11,18,9,9,3,0,1504,40,80,0
28,13,301654,25,13,11,25,7,9,2,0,0,40,80,0
31,15,145162,25,13,9,19,6,9,3,0,0,60,41,1
20,13,88126,31,10,11,16,9,9,3,0,0,9,50,0
68,13,165017,27,9,9,25,6,9,3,0,0,40,63,1
35,13,238342,27,9,9,29,6,9,3,0,0,40,80,0
32,13,857532,27,9,11,22,9,7,3,0,0,40,80,0
64,13,134378,28,14,9,19,6,9,3,0,0,50,80,1
17,13,260797,16,6,11,21,9,9,2,0,0,23,80,0
25,13,138765,25,13,11,25,7,9,3,0,0,20,80,0
74,9,256674,27,9,13,15,7,9,2,0,0,25,80,0
31,13,247444,24,11,9,22,6,9,3,0,0,40,45,0
51,16,454063,26,16,9,19,6,9,3,7298,0,40,80,1
67,13,180539,27,9,9,27,6,9,3,0,0,10,80,0
42,13,397346,27,9,11,18,7,9,3,3325,0,40,80,0
29,13,107160,27,9,11,23,7,9,3,0,0,40,80,0
31,13,262024,27,9,9,22,6,7,3,0,0,40,80,0
21,13,131230,27,9,9,18,6,9,3,0,0,37,80,0
67,13,274451,16,6,9,29,6,9,3,0,0,16,80,0
41,16,365986,27,9,7,26,7,9,3,0,0,40,80,1
27,13,204515,25,13,11,28,7,9,2,0,0,36,80,0
51,13,99316,18,8,7,29,10,9,3,0,0,50,80,0
21,9,206681,17,7,9,15,11,9,2,0,0,40,80,0
28,13,268726,27,9,9,18,6,9,3,0,0,46,80,0
21,13,275395,31,10,11,18,9,9,3,0,0,40,80,0
28,13,383322,24,11,9,22,6,9,3,0,0,40,80,1
29,13,126822,27,9,9,23,6,9,3,0,0,35,80,0
39,14,168355,27,9,9,19,6,9,3,0,0,70,80,0
21,13,162667,25,13,11,16,7,9,3,0,0,40,45,0
43,13,373403,24,11,9,18,6,9,3,0,0,40,80,0
44,15,274562,27,9,11,18,7,9,3,14344,0,40,80,1
28,13,249362,17,7,9,29,6,9,3,0,0,50,80,0
31,13,111567,22,5,11,27,7,9,3,0,0,43,80,1
18,9,216508,27,9,11,15,9,9,3,0,0,30,80,0
27,13,145784,31,10,9,16,11,5,2,0,0,45,80,0
34,16,209317,31,10,9,26,6,9,3,0,0,40,80,0
25,13,259505,27,9,11,28,7,9,3,0,0,40,80,0
34,13,345360,25,13,9,28,6,9,3,0,0,40,50,0
43,11,198096,27,9,9,18,6,9,3,7688,0,40,80,1
40,14,33126,28,14,9,18,6,9,3,0,0,50,80,0
21,13,206354,27,9,11,23,10,7,2,0,0,35,80,0
25,13,1484705,31,10,7,19,10,9,2,0,0,25,80,0
21,13,26410,27,9,11,16,7,9,2,0,0,40,80,0
19,15,220901,31,10,11,29,9,9,3,0,0,30,80,0
49,14,44671,23,12,9,18,6,9,3,0,0,40,80,1
20,13,38620,31,10,11,23,9,9,3,0,0,20,80,0
36,13,89040,17,7,9,29,6,9,3,0,0,47,80,0
32,13,370160,31,10,12,19,10,7,2,0,0,40,80,0
23,13,208946,31,10,11,16,9,9,3,0,0,32,80,0
21,13,131230,31,10,11,27,9,9,3,0,0,10,80,0
25,13,60358,25,13,11,19,9,9,3,0,0,40,80,0
26,13,350853,20,3,11,29,7,9,3,0,0,40,41,0
24,13,209782,25,13,11,27,9,9,2,0,0,40,80,0
22,13,351952,31,10,11,25,10,9,2,0,0,20,80,0
26,13,142081,27,9,9,23,11,9,2,0,0,40,67,0
22,13,164775,22,5,11,22,10,9,3,0,0,40,54,0
41,11,47858,25,13,9,26,6,9,3,0,0,40,80,1
18,13,404085,27,9,9,16,11,9,2,0,0,40,80,0
24,13,218678,25,13,11,27,9,9,3,0,0,40,80,0
38,13,184655,27,9,9,18,6,9,3,0,1740,48,80,0
36,13,321760,25,13,11,16,7,9,2,0,0,17,80,0
45,11,185399,28,14,7,25,9,9,2,0,0,55,80,0
38,11,409200,31,10,9,28,6,9,3,0,0,40,80,1
38,13,40077,27,9,9,18,6,9,3,0,0,50,80,1
34,15,31740,27,9,11,20,7,9,3,0,0,40,80,0
53,11,233722,23,12,11,16,7,7,3,0,0,40,80,0
32,13,192039,24,11,9,25,11,9,2,0,0,40,80,1
17,13,222618,17,7,11,27,9,7,2,0,0,30,80,0
45,16,213646,25,13,9,19,6,9,3,7298,0,40,80,1
31,11,194141,27,9,9,26,6,9,3,0,0,48,80,0
47,16,80282,26,16,9,25,6,9,3,0,0,45,80,0
27,13,166350,27,9,11,27,7,9,3,0,0,50,80,0
61,10,60641,31,10,9,16,11,9,2,0,0,30,80,0
33,13,124827,27,9,9,29,6,9,3,0,0,40,80,0
67,13,105438,27,9,12,22,8,9,2,0,0,40,80,0
38,13,85244,25,13,12,18,7,9,3,0,0,40,80,0
25,13,120535,27,9,7,27,10,9,2,0,0,40,80,0
33,11,269604,20,3,11,23,10,8,2,0,0,40,49,0
27,13,247711,27,9,9,16,11,9,2,0,0,40,80,0
45,13,380922,27,9,9,18,6,9,3,0,0,60,80,1
24,13,281221,25,13,11,16,8,6,2,0,0,40,77,0
23,13,269687,24,11,11,28,7,9,3,0,0,40,80,0
48,13,181758,31,10,7,16,10,9,2,0,0,40,80,0
61,10,136787,31,10,9,16,6,9,3,0,0,40,80,1
22,13,107882,27,9,11,25,9,9,2,0,0,20,80,0
34,13,172579,24,11,7,28,10,9,2,0,0,40,80,0
32,13,29933,27,9,9,22,6,9,3,5178,0,40,80,1
35,10,38905,31,10,7,16,7,9,2,0,0,50,80,0
36,13,168826,16,6,11,18,7,9,3,0,0,40,80,0
24,13,424034,27,9,11,19,10,9,3,0,0,40,80,0
60,13,117509,22,5,9,18,6,9,3,0,0,40,80,0
28,9,196971,25,13,11,15,7,9,2,0,0,43,80,0
64,13,69525,27,9,7,18,10,9,3,0,0,20,80,0
22,13,374116,27,9,11,27,10,9,2,0,0,35,80,0
27,13,283913,20,3,11,24,7,9,2,0,0,65,50,0
36,16,147258,31,10,7,29,7,9,3,0,0,60,80,0
27,13,139903,27,9,11,27,10,7,2,0,0,30,80,0
52,13,112959,31,10,13,27,7,9,2,0,0,40,80,0
57,15,264148,27,9,9,20,6,9,3,0,0,45,80,0
23,13,256211,31,10,11,16,7,6,3,0,0,24,81,0
29,15,142519,27,9,9,22,6,9,3,0,0,40,80,0
34,13,281852,27,9,11,29,7,7,3,0,0,80,80,0
38,13,380543,27,9,11,23,10,7,2,0,0,30,80,0
50,15,204402,27,9,9,20,6,9,3,0,0,84,80,1
50,13,192203,17,7,9,29,6,9,3,0,0,40,80,0
51,15,199005,25,13,9,19,11,9,2,0,0,40,80,1
17,14,61838,16,6,11,18,9,9,3,0,0,40,80,0
25,13,210095,17,7,10,21,7,9,2,0,0,40,67,0
19,13,187352,27,9,9,18,6,9,3,0,0,40,80,0
43,15,32451,27,9,9,18,6,9,3,0,0,40,80,0
59,13,140569,31,10,12,27,7,9,3,14084,0,60,80,1
39,13,87556,28,14,11,25,7,9,3,6849,0,40,80,0
18,13,79443,22,5,11,22,9,9,3,0,0,40,67,0
27,13,212622,28,14,11,19,9,9,2,0,0,40,80,0
39,13,32650,24,11,11,20,7,9,3,0,0,60,80,0
44,13,125461,25,13,9,27,6,9,3,0,0,40,80,1
19,13,219867,27,9,11,16,8,9,2,0,0,35,80,0
32,11,206609,27,9,11,23,9,9,3,0,0,40,80,0
48,13,101299,27,9,9,18,6,9,3,0,0,40,80,1
46,13,29437,23,12,9,27,6,9,3,0,0,50,80,0
65,13,87164,17,7,13,27,8,9,2,0,0,20,80,0
57,14,146103,25,13,9,25,6,9,3,0,0,45,80,1
48,13,169324,27,9,11,23,10,7,2,0,0,32,55,0
46,13,138370,21,4,9,23,6,6,3,0,1651,40,44,0
27,13,29523,16,6,9,21,6,9,3,0,0,40,80,0
29,11,383745,31,10,9,26,6,9,3,0,1485,40,80,1
21,9,247075,27,9,11,15,10,7,2,0,0,25,80,0
20,9,200967,31,10,11,15,9,9,2,0,0,12,80,0
51,9,175985,27,9,9,15,6,9,3,0,0,40,80,0
35,14,189404,31,10,9,27,6,9,3,0,1740,40,80,0
29,15,267661,27,9,9,20,6,9,3,0,0,70,80,0
30,11,182926,31,10,9,26,6,9,3,15024,0,40,80,1
65,13,243858,27,9,13,23,7,9,2,0,0,15,80,0
20,9,43587,27,9,10,15,7,9,2,0,0,35,80,0
47,10,31339,31,10,9,16,6,9,3,0,0,40,80,0
41,13,204682,27,9,7,18,10,9,3,2174,0,40,65,0
17,13,73145,22,5,11,18,9,9,2,0,0,16,80,0
38,11,218184,20,3,9,21,8,9,3,0,0,40,67,0
38,11,223237,28,14,9,25,6,9,3,0,0,40,80,1
39,15,93319,27,9,11,27,8,9,2,0,0,4,80,0
24,9,212300,27,9,12,15,7,9,2,0,0,38,80,0
52,13,187356,16,6,9,22,6,9,3,0,0,41,80,0
46,15,220832,31,10,9,19,6,9,3,0,0,58,80,1
22,13,211361,25,13,11,19,7,9,2,0,0,30,80,0
56,13,134195,28,14,11,27,7,9,3,0,0,50,80,0
37,15,218249,17,7,7,25,10,7,2,0,0,30,80,0
59,13,70720,25,13,7,27,7,9,3,0,0,55,80,1
19,15,342384,17,7,9,18,9,9,3,0,2129,55,80,0
31,13,237317,22,5,11,18,7,8,3,0,0,45,80,0
22,13,359759,31,10,11,27,7,6,3,0,0,20,71,0
48,15,181758,26,16,11,25,10,9,2,0,0,60,80,1
63,14,267101,25,13,9,19,6,9,3,0,0,60,80,0
33,13,222221,27,9,9,19,6,9,3,7298,0,45,80,1
53,13,55139,27,9,11,20,7,9,3,0,0,10,80,0
38,13,220237,24,11,9,18,6,9,3,0,0,40,41,1
39,13,101073,23,12,9,27,6,9,3,0,0,24,80,0
59,13,69884,30,15,10,25,10,9,3,0,0,50,80,0
45,13,201127,27,9,9,22,6,9,3,0,0,40,80,0
39,13,164733,31,10,7,16,7,9,2,0,0,45,80,0
60,16,129447,27,9,13,16,7,9,2,0,0,35,80,0
38,13,32837,25,13,7,25,10,9,2,0,0,56,80,0
31,13,200117,27,9,7,16,7,9,3,0,0,40,80,0
61,15,219183,25,13,9,25,6,9,3,0,0,50,80,1
66,9,188842,25,13,9,15,6,9,3,0,0,24,80,0
26,13,272669,25,13,11,27,7,6,3,0,0,20,76,0
60,14,336188,30,15,9,25,6,9,3,0,2415,80,80,1
68,9,191288,21,4,13,15,7,9,2,0,0,15,80,0
32,13,176185,31,10,7,19,8,9,3,0,0,60,80,0
25,11,197728,25,13,11,19,7,9,2,0,0,20,80,0
43,11,144778,27,9,9,19,6,9,3,0,0,40,41,0
26,9,133373,25,13,11,15,9,9,3,0,0,44,80,0
55,13,197399,28,14,9,19,6,9,3,99999,0,55,80,1
66,13,86010,16,6,13,29,7,9,2,0,0,11,80,0
31,13,228873,27,9,9,18,6,9,3,0,0,40,80,0
35,13,187415,20,3,9,22,6,6,3,0,0,50,41,0
58,14,112945,30,15,11,25,7,9,3,27828,0,40,80,1
56,13,98361,28,14,9,25,6,9,3,0,0,40,41,1
22,13,129172,31,10,11,23,9,9,3,0,0,16,80,0
46,11,316205,25,13,9,19,6,7,3,0,0,40,80,1
33,13,226629,31,10,9,23,11,9,2,0,0,35,80,0
26,16,180886,28,14,9,25,6,9,3,0,0,30,80,0
42,15,69333,25,13,9,20,6,9,3,0,0,50,80,0
45,13,213620,27,9,11,23,9,9,2,0,0,40,80,0
43,13,197397,31,10,9,25,11,8,2,0,0,6,74,0
19,13,223648,17,7,11,27,9,9,3,0,0,20,41,0
27,13,179915,25,13,11,19,9,9,2,0,0,99,80,0
51,13,339905,27,9,9,27,6,9,3,7688,0,40,80,1
42,13,112956,27,9,11,29,9,9,3,0,0,40,80,0
43,15,421837,31,10,9,27,6,9,3,7298,0,50,67,1
38,13,187999,25,13,9,28,6,9,3,0,0,45,80,1
44,13,77313,27,9,7,16,10,9,2,0,0,40,80,0
36,13,231948,27,9,9,18,6,9,3,0,0,64,80,1
37,13,37109,27,9,9,23,11,6,2,0,0,60,71,0
29,13,79387,25,13,11,19,7,9,3,0,0,50,80,1
53,9,133963,27,9,7,15,7,9,2,0,0,40,80,0
42,15,177937,25,13,10,19,7,9,3,0,0,45,72,0
80,13,173488,31,10,13,16,7,9,2,0,0,20,80,0
61,13,183355,17,7,9,29,6,9,3,0,0,40,80,0
55,13,147989,31,10,9,18,6,9,3,5013,0,52,80,0
20,13,289944,31,10,11,23,9,9,2,0,0,25,80,0
23,13,62278,27,9,11,18,10,9,3,0,0,40,80,0
48,10,110457,31,10,9,18,6,9,3,0,0,40,80,1
24,13,295763,25,13,11,19,9,9,2,0,0,50,80,0
71,16,100063,27,9,9,18,6,7,3,0,0,40,80,0
49,13,194962,17,7,9,23,11,9,2,0,0,6,80,0
39,10,227597,27,9,11,17,7,9,3,0,0,50,80,0
22,13,117606,25,13,11,16,9,9,2,0,0,25,80,0
67,10,44774,25,13,13,16,7,9,2,0,0,40,80,0
18,13,177648,27,9,11,27,9,9,2,0,0,25,80,0
38,13,172571,25,13,9,19,6,9,3,0,1848,54,80,1
38,9,203482,21,4,9,15,6,9,3,0,0,45,80,0
50,13,153931,27,9,7,16,7,9,2,0,0,40,80,0
56,15,84774,23,12,9,20,11,9,2,0,0,40,80,0
23,13,157127,31,10,11,23,7,9,2,0,0,20,80,0
26,13,170786,31,10,9,29,6,9,3,0,0,40,80,0
32,13,281030,27,9,9,22,6,9,3,0,0,40,80,0
44,13,203761,25,13,11,25,9,9,3,10520,0,40,80,1
27,13,167405,27,9,10,20,9,9,2,0,0,40,67,0
40,11,188436,31,10,9,26,6,9,3,7298,0,40,80,1
43,13,388849,23,12,9,21,6,9,3,0,0,60,80,0
31,16,176998,31,10,9,18,6,9,3,0,0,35,80,1
57,13,200316,31,10,9,18,6,9,3,0,0,40,80,1
25,13,160300,25,13,11,19,7,9,3,0,0,35,80,0
22,13,236684,24,11,11,23,9,7,2,0,0,36,80,0
20,11,247794,24,11,11,16,9,9,2,0,0,35,80,0
27,13,267325,27,9,9,27,11,9,2,3464,0,40,80,0
39,13,279490,31,10,7,19,10,9,2,0,0,40,67,0
27,16,280618,28,14,11,25,7,9,3,0,0,40,80,0
41,11,248406,27,9,12,29,9,9,3,0,0,40,80,0
31,11,226494,25,13,11,25,7,9,3,0,0,45,80,0
41,13,220460,23,12,9,27,6,9,3,0,0,20,80,0
25,13,108317,25,13,11,19,7,9,3,0,0,40,80,0
29,16,147256,23,12,11,25,7,7,3,0,0,40,80,1
22,13,110371,27,9,9,23,9,9,3,0,0,50,80,0
62,13,114060,21,4,9,26,6,9,3,0,0,91,80,0
29,10,31161,27,9,7,19,7,8,2,0,0,40,80,0
44,13,105862,31,10,9,19,11,9,2,0,0,70,80,1
32,13,402089,25,13,9,16,11,9,2,0,0,2,80,0
19,9,425447,27,9,11,15,10,7,2,0,0,40,80,0
20,13,137300,24,11,11,22,10,9,2,0,0,40,80,0
65,16,326691,31,10,9,22,6,7,3,0,0,40,80,1
24,13,275093,27,9,11,21,7,9,2,0,0,36,80,0
37,15,112497,28,14,9,19,6,9,3,0,0,50,80,1
43,11,174491,27,9,7,28,7,7,2,0,0,40,80,0
38,15,114835,25,13,9,27,11,9,2,0,0,60,80,1
28,13,137898,23,12,11,27,9,9,2,0,0,35,80,0
33,13,153151,27,9,11,21,9,9,3,4416,0,40,80,0
32,13,134886,27,9,9,16,11,9,2,0,0,40,80,1
38,13,193815,28,14,9,19,6,9,3,0,0,45,80,1
33,13,237833,31,10,7,28,7,9,2,0,0,40,80,0
42,15,101593,25,13,9,19,6,9,3,0,0,60,80,1
27,13,164924,27,9,11,18,7,9,3,0,0,40,80,0
41,13,174201,27,9,7,21,10,9,3,0,0,40,80,0
47,11,36169,28,14,9,25,6,9,3,0,0,60,80,1
55,13,144071,17,7,9,19,6,9,3,0,0,45,80,0
30,15,180859,31,10,11,18,9,9,3,0,0,8,80,0
54,13,221915,31,10,13,18,10,9,2,0,0,50,80,0
40,13,26892,25,13,9,16,6,9,3,0,0,40,80,1
21,13,351084,27,9,11,16,7,9,2,0,0,40,80,0
34,13,97306,25,13,7,18,10,9,2,0,0,25,80,0
30,13,185027,25,13,9,25,6,9,3,0,0,40,80,1
31,13,182539,31,10,11,16,7,9,2,0,0,45,80,0
22,13,215395,27,9,11,29,7,9,3,0,0,37,80,0
37,13,186434,27,9,9,23,6,7,3,0,0,40,80,1
41,9,217921,22,5,9,15,11,6,2,0,0,40,58,0
52,11,346668,28,14,11,25,9,9,2,0,0,40,80,0
57,14,412952,31,10,9,25,6,9,3,0,0,40,80,0
48,13,167009,31,10,7,16,7,9,2,0,0,48,80,0
58,13,316000,27,9,9,19,6,9,3,0,0,40,80,1
35,15,216256,22,5,9,18,6,9,3,0,0,50,80,0
